timestamp,moisture_value,moisture_percentage,ph_ph_value,ph_depth,ph_light,ph_temperature,npk_nitrogen,npk_phosphorus,npk_potassium
4/15/2025 16:12,280,73,7.35,2,201,28,51,72,145
4/15/2025 16:12,280,73,7.31,2,202,28,51,72,145
4/15/2025 16:12,281,73,7.35,2,202,28,51,72,145
4/15/2025 16:12,279,73,7.35,2,202,28,51,72,145
4/15/2025 16:12,278,73,7.35,2,201,28,51,72,145
4/15/2025 16:13,279,73,7.64,2,201,28,51,72,145
4/15/2025 16:13,279,73,7.31,2,202,2,51,72,145
4/15/2025 16:13,280,73,7.35,1,201,28,51,72,145
4/15/2025 16:13,285,73,7.35,2,201,28,51,72,145
4/15/2025 16:13,278,73,7.35,2,201,28,51,72,145
4/15/2025 16:13,280,73,7.35,2,201,28,51,72,145
4/15/2025 16:14,280,73,7.38,1,201,28,51,72,145
4/15/2025 16:14,283,73,7.35,1,201,28,51,72,145
4/15/2025 16:14,276,74,7.42,1,201,28,51,72,145
4/15/2025 16:14,280,73,7.35,1,202,28,51,72,145
4/15/2025 16:14,281,73,7.35,1,202,28,51,72,145
4/15/2025 16:14,279,73,7.35,1,202,28,51,72,145
4/15/2025 16:14,280,73,7.35,2,202,28,51,72,145
4/15/2025 16:15,278,73,7.31,2,202,28,51,72,145
4/15/2025 16:15,282,73,7.35,2,202,28,51,72,145
4/15/2025 16:15,280,73,7.35,2,202,28,51,72,145
4/15/2025 16:15,279,73,7.35,1,202,28,51,72,145
4/15/2025 16:15,284,73,7.42,1,202,28,51,72,145
4/15/2025 16:15,280,73,7.31,2,202,28,51,72,145
4/15/2025 16:16,285,73,7.35,1,202,28,51,72,145
4/15/2025 16:16,282,73,7.35,1,202,28,51,72,145
4/15/2025 16:16,280,73,7.35,1,202,28,51,72,145
4/15/2025 16:16,281,73,7.35,1,202,28,51,72,145
4/15/2025 16:16,280,73,7.35,1,202,28,51,72,145
4/15/2025 16:16,279,73,7.31,2,202,28,51,72,145
4/15/2025 16:16,280,73,7.35,2,202,28,51,72,145
4/15/2025 16:17,283,73,7.42,1,202,28,51,72,145
